seed,step,joint_objective,posthoc_unconstrained_objective,fixed_in_loop_objective,joint_constraint_residual,unconstrained_constraint_residual
2,520,0.638377645303523,0.00015793225708418183,0.6385172958237805,2.498001805406602e-16,1.005775984612782
2,560,0.6382755350789086,0.00014592798960473766,0.6384806845528528,2.0122792321330962e-16,1.0055822985837635
2,600,0.63820323250491,0.00013572153501672802,0.6384449682084533,2.498001805406602e-16,1.0056092117829218
2,640,0.6381531346921111,0.00012668527740573938,0.6384103645690933,1.6653345369377348e-16,1.0057523121696665
2,680,0.6381190518895298,0.00011854353697713014,0.6383770402097294,2.498001805406602e-16,1.0059498125737645
2,720,0.6380961614046673,0.00011114463170006726,0.6383451099745892,1.3877787807814457e-16,1.0061675497452371
2,760,0.6380808552299774,0.00010438553125156636,0.6383146444790879,1.942890293094024e-16,1.0063880399320169
2,800,0.6380705352258693,9.818771870957125e-05,0.6382856810675738,2.498001805406602e-16,1.0066071655710185
3,0,6.67198381965517,2.612431192745953,1.8353505968421637,1.942890293094024e-16,1.1360698174996138
3,40,0.8804521652168223,0.2096523338285759,0.7726312762415649,1.6653345369377348e-16,1.1925687811171646
3,80,0.740335274095511,0.15501099964558313,0.6890373601810821,1.6653345369377348e-16,1.1526152548291058
3,120,0.671422157455564,0.14162505382105386,0.6493918448912291,4.0245584642661925e-16,1.1594942698779294
3,160,0.6461765712974032,0.12746904532086967,0.6436948627831393,2.498001805406602e-16,1.130612061906485
3,200,0.6408369700487285,0.11264565797788137,0.6418135828460377,3.608224830031759e-16,1.1037180397329323
3,240,0.6397719102508943,0.09624386663602426,0.6404964701380164,3.608224830031759e-16,1.0784805007888092
3,280,0.6392788564007512,0.07666902580936033,0.6395975762382555,2.498001805406602e-16,1.0799455017210349
3,320,0.6389431938317486,0.05279240948250516,0.6389942446920297,2.498001805406602e-16,1.0613187188834152
3,360,0.6387056292972605,0.027077654948357472,0.6385977431476603,3.3306690738754696e-16,1.0306795839295895
3,400,0.6385346087852866,0.009767476941459996,0.6383446133673234,3.3306690738754696e-16,1.0234407769884704
3,440,0.6384095608854572,0.004177421154421185,0.638188617845281,2.5673907444456745e-16,1.021139778419539
3,480,0.638317213547113,0.0028302772766141313,0.6380960899630617,3.608224830031759e-16,1.0221197606471575
3,520,0.6382487420002316,0.00212655109023773,0.6380432922812344,3.608224830031759e-16,1.0236698232985633
3,560,0.6381979517067032,0.0016028970807769754,0.6380142796853256,3.469446951953614e-16,1.0250913488131026
3,600,0.6381602733407573,0.0012151264733587103,0.6379988892759317,4.718447854656915e-16,1.0262111694324698
3,640,0.6381322435759194,0.0009339358349143579,0.6379909696349598,5.551115123125783e-16,1.0271329862406369
3,680,0.6381112266487733,0.0007330899050990912,0.6379869776495533,3.608224830031759e-16,1.027738223128976
3,720,0.6380952394267758,0.0005910149685943709,0.6379849673569772,3.677613769070831e-16,1.0280409800474644
3,760,0.6380828188051714,0.0004908655081732642,0.6379839178454557,3.191891195797325e-16,1.0281129503194795
3,800,0.6380729100782414,0.00042001066058975045,0.6379833167898901,5.273559366969494e-16,1.028130489503219
4,0,2.463089027537311,2.1116788082840685,1.7420551884140683,6.693501769321094e-17,0.45216151496560725
4,40,0.7180328476556215,0.25453883438651403,0.7627614106015053,1.5510958723182037e-16,1.2271936941493675
4,80,0.6582836892790211,0.18205880132144983,0.6843838828403538,2.706168622523819e-16,1.087059822885317
4,120,0.6457367025292291,0.1611337592984395,0.6475131429289261,3.3306690738754696e-16,1.1547227445884372
4,160,0.6427276319498663,0.14255308726457822,0.6409396459967038,1.942890293094024e-16,1.1387004441381656
4,200,0.6410562019755314,0.11978049050132311,0.6396105640333853,2.498001805406602e-16,1.1139756203015698
4,240,0.6399578911408497,0.09058797399987661,0.6389232610106876,1.1796119636642288e-16,1.0860716811390605
4,280,0.6391870222897484,0.055765562475028396,0.6385365942391267,2.1510571102112408e-16,1.0574164254628249
4,320,0.6386658981115907,0.024044950363821597,0.6383101425310109,2.498001805406602e-16,1.029905595382737
4,360,0.6383428740379403,0.007134046810553212,0.6381754090733347,2.220446049250313e-16,1.0115319008835622
4,400,0.6381608931497201,0.0022585395129076807,0.6380956751004525,1.5959455978986625e-16,1.0024744406449486
4,440,0.6380670382648457,0.0009814193575241618,0.6380493747562525,2.498001805406602e-16,0.9983001504265647
4,480,0.638022212832127,0.0005563838081239661,0.6380230593082423,2.220446049250313e-16,0.9971485308343034
4,520,0.6380020692758248,0.0004142720573786436,0.6380082771488811,2.220446049250313e-16,0.9971178332709022
4,560,0.6379933043432341,0.00036253141051141363,0.6379998747641726,2.220446049250313e-16,0.9974558410788993
4,600,0.6379893919614698,0.000336961209183299,0.6379948547104876,1.5959455978986625e-16,0.9979455052690197
4,640,0.6379874159802562,0.00031917440196835127,0.6379915625023685,1.5959455978986625e-16,0.998456202630647
4,680,0.6379861776510106,0.00030434220808487846,0.6379891321549677,2.0816681711721685e-16,0.9989323339318298
4,720,0.6379852203535817,0.0002911626497691411,0.6379871338629778,2.0816681711721685e-16,0.9993611806106434
4,760,0.6379843817893766,0.0002791905663395831,0.6379853654726649,2.498001805406602e-16,0.9997484448050363
4,800,0.6379836074184504,0.0002681976005835148,0.6379837370031315,1.5265566588595902e-16,1.0001047217294083
