case,rows,columns,requested_rank,measured_rank,redundant_rows,paired_output_error,consistent_feasibility_residual,fixed_f_difference,representable_target_roundtrip_error,f_vs_w_gradient_error,f_finite_difference_error,w_finite_difference_error,scaled_trajectory_error,mp_max_residual,inconsistent_tested,inconsistent_paired_error,inconsistent_residual
239,10,4,4,4,6,2.220446049250313e-16,4.440892098500626e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,2.220445655495498e-10,3.965809765554295e-16,3.3306690738754696e-16,4.440892098500626e-16,False,0.0,0.0
240,2,5,1,1,1,1.1102230246251565e-16,2.220446049250313e-16,0.940048662551943,2.7755575615628914e-17,0.0,6.813749564571481e-11,4.692923827320783e-11,4.440892098500626e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.396918192257637
241,5,7,2,2,3,1.1102230246251565e-16,2.220446049250313e-16,0.8788957354454902,2.7755575615628914e-17,0.0,2.719239555748487e-10,2.2078716632734086e-10,3.885780586188048e-16,2.220446049250313e-16,False,0.0,0.0
242,7,3,1,1,6,1.1102230246251565e-16,2.220446049250313e-16,0.9893641757460763,5.551115123125783e-17,0.0,2.059636905471507e-10,4.355884541951127e-10,3.3306690738754696e-16,5.551115123125783e-17,False,0.0,0.0
243,5,8,1,1,4,2.220446049250313e-16,1.1102230246251565e-16,0.8795853788497034,0.0,0.0,1.3978070090292505e-10,1.4757522981412308e-10,3.608224830031759e-16,5.551115123125783e-17,True,1.1102230246251565e-16,0.3604915009896964
244,1,6,1,1,0,2.220446049250313e-16,1.1102230246251565e-16,0.951037487592581,5.551115123125783e-17,0.0,1.536119564882199e-10,2.2494495155456207e-10,3.608224830031759e-16,2.7755575615628914e-17,False,0.0,0.0
245,7,7,6,6,1,2.220446049250313e-16,2.220446049250313e-16,0.39435078876561924,3.3306690738754696e-16,0.0,3.3872543658830523e-10,3.3872543658830523e-10,3.3306690738754696e-16,3.3306690738754696e-16,False,0.0,0.0
246,5,5,5,5,0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,False,0.0,0.0
247,5,6,5,5,0,2.220446049250313e-16,5.551115123125783e-16,0.5729438297668716,2.220446049250313e-16,0.0,3.4249079960968487e-10,3.4249079960968487e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
248,5,7,4,4,1,2.220446049250313e-16,2.1094237467877974e-15,0.5729719310268697,2.220446049250313e-16,0.0,1.633349011598284e-10,1.7831625065412027e-10,4.440892098500626e-16,3.8077180297690916e-16,False,0.0,0.0
249,6,5,5,5,1,5.551115123125783e-17,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,1.1102230246251565e-10,8.46631610320142e-17,5.551115123125783e-17,2.220446049250313e-16,True,8.326672684688674e-17,0.3468844039130344
250,10,8,3,3,7,2.220446049250313e-16,4.440892098500626e-16,0.5921228090116845,2.220446049250313e-16,0.0,1.895654744288322e-10,1.7154749842873684e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
251,5,3,2,2,3,0.0,1.3877787807814457e-16,0.27466958952341025,5.551115123125783e-17,0.0,4.992233293421577e-10,4.992233293421577e-10,2.220446049250313e-16,8.326672684688674e-17,False,0.0,0.0
252,2,6,1,1,1,1.3877787807814457e-16,4.440892098500626e-16,0.9749711225906762,0.0,0.0,5.048905737936593e-11,8.956006422589091e-11,3.3306690738754696e-16,2.220446049250313e-16,True,5.551115123125783e-17,0.3927622334357661
253,4,5,1,1,3,2.220446049250313e-16,1.1102230246251565e-16,1.0503175519199923,3.469446951953614e-17,0.0,3.6840364092682876e-10,3.981156515564521e-10,3.5388358909926865e-16,2.220446049250313e-16,False,0.0,0.0
254,10,4,3,3,7,1.1102230246251565e-16,4.440892098500626e-16,0.8622578482482106,2.7755575615628914e-17,0.0,9.14337971655299e-11,3.592264593427208e-11,2.7755575615628914e-16,8.881784197001252e-16,False,0.0,0.0
255,2,4,2,2,0,1.1102230246251565e-16,4.440892098500626e-16,0.320729771910889,1.1102230246251565e-16,0.0,2.1171486785931393e-10,2.58060989244413e-10,4.579669976578771e-16,2.220446049250313e-16,False,0.0,0.0
256,8,6,4,4,4,1.1102230246251565e-16,4.440892098500626e-16,0.13543837019059993,2.220446049250313e-16,0.0,7.174638660956134e-11,7.55341553193567e-11,3.3306690738754696e-16,9.992007221626409e-16,False,0.0,0.0
257,10,2,2,2,8,1.1102230246251565e-16,3.3306690738754696e-16,8.326672684688674e-17,1.1102230246251565e-16,0.0,5.417472234718258e-17,5.417472234718258e-17,1.1102230246251565e-16,4.440892098500626e-16,False,0.0,0.0
258,9,2,2,2,7,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.0,1.5639366761811034e-16,1.5639366761811034e-16,0.0,1.1102230246251565e-16,True,0.0,0.29730527126645995
259,1,8,1,1,0,2.220446049250313e-16,0.0,0.7670823422770797,0.0,0.0,4.598771918828959e-10,2.378325869578646e-10,6.661338147750939e-16,2.7755575615628914e-17,False,0.0,0.0
260,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
261,8,2,2,2,6,2.220446049250313e-16,0.0,0.0,1.1102230246251565e-16,0.0,4.1633335919753673e-11,7.820939204475813e-17,2.220446049250313e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.30849286307112844
262,6,4,2,2,4,2.220446049250313e-16,2.220446049250313e-16,0.8565790022717836,5.551115123125783e-17,0.0,1.6321433093935411e-10,1.3198353521204353e-10,2.7755575615628914e-16,2.220446049250313e-16,False,0.0,0.0
263,10,6,2,2,8,2.220446049250313e-16,4.440892098500626e-16,0.46145116003794084,1.1102230246251565e-16,0.0,4.841974043934272e-10,2.6215279946839587e-10,3.3306690738754696e-16,4.440892098500626e-16,False,0.0,0.0
264,10,8,1,1,9,8.326672684688674e-17,2.220446049250313e-16,0.9254981338517162,1.3877787807814457e-17,0.0,4.0432035497417473e-10,2.2512480768455134e-10,3.0531133177191805e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.2859512540792462
265,9,3,1,1,8,2.220446049250313e-16,1.1102230246251565e-16,0.8857422174785577,4.163336342344337e-17,0.0,4.155856214715925e-11,5.271005854012856e-11,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
266,8,8,4,4,4,1.1102230246251565e-16,1.7763568394002505e-15,0.4861977646940997,3.3306690738754696e-16,0.0,2.7419433390463155e-10,2.5317550833570124e-10,4.440892098500626e-16,1.7763568394002505e-15,False,0.0,0.0
267,8,6,4,4,4,3.3306690738754696e-16,9.43689570931383e-16,0.21412330104270538,2.7755575615628914e-16,0.0,1.5261403252253558e-10,4.159173006001993e-11,6.938893903907228e-16,8.881784197001252e-16,True,3.3306690738754696e-16,0.34064466395415055
268,6,4,4,4,2,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,2.220447502782535e-10,1.4535322219058402e-16,1.1102230246251565e-16,8.881784197001252e-16,False,0.0,0.0
269,10,8,6,6,4,7.216449660063518e-16,7.105427357601002e-15,0.5692789616656677,3.885780586188048e-16,0.0,8.146543439835341e-10,1.892789952551155e-10,1.609823385706477e-15,3.552713678800501e-15,False,0.0,0.0
270,6,3,1,1,5,1.1102230246251565e-16,1.3877787807814457e-16,0.7649075212435869,1.3877787807814457e-17,0.0,4.537403786031291e-11,6.564826460220274e-11,2.220446049250313e-16,1.1102230246251565e-16,True,5.551115123125783e-17,0.370278485322583
271,5,5,4,4,1,1.1102230246251565e-16,3.3306690738754696e-16,0.39297661010950374,1.1102230246251565e-16,0.0,6.670086705184985e-11,4.788464069704901e-11,2.220446049250313e-16,4.440892098500626e-16,False,0.0,0.0
272,2,5,2,2,0,1.1102230246251565e-16,2.220446049250313e-16,0.6103702932776317,0.0,0.0,1.5840839751035674e-10,1.5591561375316587e-10,3.3306690738754696e-16,2.7755575615628914e-17,False,0.0,0.0
273,6,7,4,4,2,2.220446049250313e-16,8.881784197001252e-16,0.5950282918729236,2.7755575615628914e-16,0.0,4.129661057561407e-10,4.129661057561407e-10,4.440892098500626e-16,8.881784197001252e-16,True,4.440892098500626e-16,0.4306151545464916
274,4,5,4,4,0,1.6653345369377348e-16,1.3183898417423734e-16,0.033233823564846665,1.1102230246251565e-16,0.0,1.9290175012898203e-10,1.5014334220353476e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
275,10,5,3,3,7,2.220446049250313e-16,1.5543122344752192e-15,0.2934698438329062,3.3306690738754696e-16,0.0,4.1040248976997873e-10,1.9799417660948393e-10,3.3306690738754696e-16,8.881784197001252e-16,False,0.0,0.0
276,2,6,2,2,0,1.6653345369377348e-16,5.551115123125783e-17,0.764539038441223,0.0,0.0,1.0067902067589785e-10,7.894074283143482e-11,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
277,8,6,4,4,4,1.249000902703301e-16,6.661338147750939e-16,0.9013397139150058,2.220446049250313e-16,0.0,2.588954606252969e-10,1.0350078433196686e-10,2.220446049250313e-16,3.3306690738754696e-16,False,0.0,0.0
278,3,2,2,2,1,5.551115123125783e-17,5.551115123125783e-17,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-10,0.0,5.551115123125783e-17,5.551115123125783e-17,False,0.0,0.0
279,2,4,1,1,1,2.220446049250313e-16,2.220446049250313e-16,0.707462146854322,5.551115123125783e-17,0.0,8.391654315875741e-10,1.7514212302671694e-10,3.3306690738754696e-16,5.551115123125783e-17,True,2.220446049250313e-16,0.37948566258575844
280,4,4,1,1,3,5.551115123125783e-17,5.551115123125783e-17,0.7987326810699765,2.0816681711721685e-17,0.0,1.4602091757964786e-10,1.0013041090717323e-10,3.0531133177191805e-16,2.220446049250313e-16,False,0.0,0.0
281,5,6,3,3,2,1.3877787807814457e-16,4.440892098500626e-16,0.6291903684742337,1.1102230246251565e-16,0.0,5.471878505858285e-10,1.0555658569444404e-09,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
282,3,4,2,2,1,5.551115123125783e-17,5.551115123125783e-17,0.7383724290516259,7.28583859910259e-17,0.0,1.2792811254769276e-10,3.4597991138696216e-11,3.885780586188048e-16,1.1102230246251565e-16,True,2.220446049250313e-16,0.35097140368077406
283,5,8,5,5,0,2.220446049250313e-16,4.440892098500626e-16,0.5792065144628407,1.1102230246251565e-16,0.0,8.725848932300551e-10,8.725848932300551e-10,4.440892098500626e-16,2.42861286636753e-16,False,0.0,0.0
284,4,7,4,4,0,2.220446049250313e-16,6.661338147750939e-16,0.474244728406593,1.3877787807814457e-16,0.0,2.364950457689474e-10,2.0004148337804395e-10,3.885780586188048e-16,3.3306690738754696e-16,False,0.0,0.0
285,4,8,2,2,2,1.1102230246251565e-16,2.220446049250313e-16,0.78121708751172,5.551115123125783e-17,0.0,9.5025154411843e-11,1.7437302990419568e-10,4.440892098500626e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.28115742981525815
286,10,4,2,2,8,2.220446049250313e-16,4.440892098500626e-16,0.36390470475022113,2.220446049250313e-16,0.0,9.824963065341308e-11,2.0927193311592873e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
287,1,8,1,1,0,2.7755575615628914e-17,0.0,0.9478104961325311,0.0,0.0,2.3272089810788543e-10,2.3272089810788543e-10,3.3306690738754696e-16,1.3877787807814457e-17,False,0.0,0.0
288,9,7,4,4,5,1.1102230246251565e-16,5.551115123125783e-16,0.6785618922190457,2.220446049250313e-16,0.0,4.4571757396028033e-10,3.4483216282410467e-10,2.220446049250313e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.2915022980835207
289,7,4,1,1,6,1.1102230246251565e-16,1.1102230246251565e-16,0.8473840411027226,1.3877787807814457e-17,0.0,6.528921847603897e-11,4.5733083986476686e-11,2.3592239273284576e-16,1.1102230246251565e-16,False,0.0,0.0
290,8,2,1,1,7,0.0,1.1102230246251565e-16,0.3339512082478115,1.1102230246251565e-16,0.0,2.288393918803422e-10,1.4014833737974186e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
291,8,8,5,5,3,1.1102230246251565e-16,1.3322676295501878e-15,0.6303133233016073,4.649058915617843e-16,0.0,1.7469777013889853e-10,2.5523838598218163e-10,3.3306690738754696e-16,1.1102230246251565e-15,True,1.1102230246251565e-16,0.3817899669919613
292,4,8,4,4,0,2.220446049250313e-16,1.6653345369377348e-16,0.6601971544278512,1.942890293094024e-16,0.0,1.5921126569895527e-10,1.4066969811210583e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
293,1,7,1,1,0,1.1102230246251565e-16,4.579669976578771e-16,0.8390416863539585,1.3877787807814457e-17,0.0,2.0316792692653962e-10,4.025804134499822e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
294,7,5,5,5,2,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,2.7755575615628914e-17,0.0,2.2204458085393985e-10,1.666093614734388e-16,2.220446049250313e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.2790353637662375
295,8,2,1,1,7,2.7755575615628914e-17,1.1102230246251565e-16,0.040046247602595786,3.469446951953614e-17,0.0,1.0628448121607903e-10,1.0628448121607903e-10,2.7755575615628914e-16,5.551115123125783e-17,False,0.0,0.0
296,6,5,4,4,2,1.1102230246251565e-16,2.220446049250313e-16,0.17762148714940007,1.1102230246251565e-16,0.0,1.1624495810380608e-10,8.547701435546173e-11,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
297,3,7,1,1,2,2.220446049250313e-16,1.6653345369377348e-16,1.1498885559340242,5.551115123125783e-17,0.0,9.024558877968047e-10,9.024558877968047e-10,3.3306690738754696e-16,1.1102230246251565e-16,True,2.220446049250313e-16,0.3514743775034206
298,3,6,1,1,2,1.1102230246251565e-16,1.1102230246251565e-16,0.7440673522440802,2.7755575615628914e-17,0.0,1.0892886592728246e-10,1.1311573899774885e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
299,6,6,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
300,5,5,1,1,4,5.551115123125783e-17,1.1102230246251565e-16,0.3807388540266514,1.1102230246251565e-16,0.0,1.29806720927661e-10,1.6844714512131986e-10,2.220446049250313e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.40211836355246466
301,6,7,5,5,1,2.498001805406602e-16,6.106226635438361e-16,0.20220245692590594,3.3306690738754696e-16,0.0,2.101250284880507e-10,1.1351675155424346e-10,2.7755575615628914e-16,4.440892098500626e-16,False,0.0,0.0
302,5,5,2,2,3,2.220446049250313e-16,4.440892098500626e-16,0.6794451405977853,7.632783294297951e-17,0.0,1.1085077300521107e-10,1.214522926673567e-10,3.7470027081099033e-16,4.440892098500626e-16,False,0.0,0.0
303,3,2,2,2,1,2.220446049250313e-16,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.0,1.7347229452291037e-11,5.3074770351553714e-18,2.220446049250313e-16,1.1102230246251565e-16,True,5.551115123125783e-17,0.3084466849952264
304,3,6,1,1,2,1.1102230246251565e-16,3.3306690738754696e-16,0.6550021296989643,0.0,0.0,9.607969975178321e-11,1.1630207907842305e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
305,3,2,2,2,1,5.551115123125783e-17,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,False,0.0,0.0
306,4,3,1,1,3,2.220446049250313e-16,1.942890293094024e-16,0.9191968762408236,2.7755575615628914e-17,0.0,2.311740243676752e-10,3.9711034460765404e-10,2.220446049250313e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.2918529464951598
307,8,4,1,1,7,2.220446049250313e-16,6.661338147750939e-16,0.9507877395930933,2.7755575615628914e-17,0.0,2.1369167546581025e-10,3.773861223521635e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
308,3,7,1,1,2,2.220446049250313e-16,2.220446049250313e-16,0.8472041349781506,2.220446049250313e-16,0.0,2.414481947710101e-10,1.3042589230849444e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
309,9,2,1,1,8,5.551115123125783e-17,1.1102230246251565e-16,1.0059995011445324,1.1102230246251565e-16,0.0,1.9005219620282787e-10,1.9005219620282787e-10,3.885780586188048e-16,1.1102230246251565e-16,True,5.551115123125783e-17,0.3244182707823029
310,8,4,4,4,4,3.3306690738754696e-16,3.552713678800501e-15,2.220446049250313e-16,9.992007221626409e-16,0.0,4.4408834277142905e-10,8.670786335766122e-16,4.440892098500626e-16,1.7763568394002505e-15,False,0.0,0.0
311,9,2,2,2,7,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0,0.0,1.519864658571567e-17,1.519864658571567e-17,1.1102230246251565e-16,1.1102230246251565e-16,False,0.0,0.0
312,6,5,4,4,2,1.1102230246251565e-16,4.440892098500626e-16,0.38997742852161665,1.6653345369377348e-16,0.0,3.2416154482906023e-10,1.1060051485767275e-10,2.220446049250313e-16,8.881784197001252e-16,True,1.1102230246251565e-16,0.28717748072916716
313,1,6,1,1,0,2.220446049250313e-16,4.440892098500626e-16,0.8877971917144034,5.551115123125783e-17,0.0,4.927340757632237e-10,2.706894708381924e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
314,1,2,1,1,0,1.1102230246251565e-16,5.551115123125783e-17,0.2117383500737976,0.0,0.0,2.8290481068893314e-11,2.7220670162364513e-11,2.7755575615628914e-16,0.0,False,0.0,0.0
315,9,2,1,1,8,5.551115123125783e-17,5.551115123125783e-17,0.07701104175875872,1.3877787807814457e-17,0.0,3.785105562315039e-11,3.785105562315039e-11,1.6653345369377348e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.336727858329653
316,6,5,4,4,2,1.1102230246251565e-16,4.440892098500626e-16,0.277470471805395,2.220446049250313e-16,0.0,1.4424272887225698e-10,2.339936577833157e-10,3.0531133177191805e-16,4.440892098500626e-16,False,0.0,0.0
317,3,8,2,2,1,3.885780586188048e-16,6.661338147750939e-16,0.8979611557399279,8.326672684688674e-17,0.0,8.69803784553369e-10,7.728427897646384e-10,5.551115123125783e-16,2.220446049250313e-16,False,0.0,0.0
318,5,7,4,4,1,1.6653345369377348e-16,2.220446049250313e-16,0.7006456774411034,1.1102230246251565e-16,0.0,4.313587265158958e-10,2.613442656729248e-10,4.996003610813204e-16,3.3306690738754696e-16,True,2.7755575615628914e-16,0.3473757775911053
319,9,4,1,1,8,1.1102230246251565e-16,1.1102230246251565e-16,0.9858533913587858,2.7755575615628914e-17,0.0,5.09347564126017e-11,1.403068217165071e-10,3.885780586188048e-16,1.1102230246251565e-16,False,0.0,0.0
320,6,4,2,2,4,1.6653345369377348e-16,8.881784197001252e-16,0.8982800480296018,0.0,0.0,4.0185188510122316e-10,3.945179738451543e-10,3.3306690738754696e-16,4.440892098500626e-16,False,0.0,0.0
321,10,5,4,4,6,1.1102230246251565e-16,5.551115123125783e-16,0.08806523526284288,1.249000902703301e-16,0.0,1.8237777607565953e-10,1.3008322197194389e-10,3.885780586188048e-16,2.220446049250313e-16,True,5.551115123125783e-17,0.2536376784880744
322,8,5,1,1,7,1.1102230246251565e-16,1.1102230246251565e-16,0.48444320867598134,0.0,0.0,2.1955182116784044e-10,1.39422251521637e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
323,5,2,1,1,4,1.1102230246251565e-16,4.440892098500626e-16,0.35597330292263196,3.3306690738754696e-16,0.0,1.4237566681174485e-10,7.966893811328646e-11,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
324,10,3,2,2,8,1.1102230246251565e-16,3.0531133177191805e-16,0.6837815504897502,6.938893903907228e-17,0.0,6.302453003925734e-11,6.302453003925734e-11,2.220446049250313e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.2590772031148737
325,1,5,1,1,0,1.1102230246251565e-16,0.0,0.8541828978158115,0.0,0.0,1.7849943745318342e-10,1.3621703764954418e-10,3.885780586188048e-16,2.7755575615628914e-17,False,0.0,0.0
326,4,3,3,3,1,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102229088159452e-10,1.5766597377247522e-17,0.0,1.3877787807814457e-16,False,0.0,0.0
327,5,8,2,2,3,2.220446049250313e-16,2.220446049250313e-16,0.32498281923808,2.7755575615628914e-17,0.0,3.1535764971613034e-10,3.1535764971613034e-10,4.440892098500626e-16,1.3877787807814457e-16,True,1.1102230246251565e-16,0.3036673049294203
328,10,4,3,3,7,4.440892098500626e-16,8.881784197001252e-16,0.6050884046424596,3.3306690738754696e-16,0.0,3.511704260716897e-10,1.7070389546347542e-10,4.440892098500626e-16,8.881784197001252e-16,False,0.0,0.0
329,6,8,1,1,5,1.734723475976807e-17,2.220446049250313e-16,0.7801355713808729,0.0,0.0,1.5000517494812016e-10,2.1741963784904783e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
330,4,6,1,1,3,2.220446049250313e-16,1.1102230246251565e-16,1.048115768061918,0.0,0.0,2.6606294944997444e-10,2.5575572215608133e-10,2.220446049250313e-16,1.1102230246251565e-16,True,2.220446049250313e-16,0.4264131132096086
331,7,5,4,4,3,1.1102230246251565e-16,2.7755575615628914e-16,0.09568775796917528,8.326672684688674e-17,0.0,5.3716642245404955e-11,1.8471044138657078e-11,2.7755575615628914e-16,2.220446049250313e-16,False,0.0,0.0
332,1,4,1,1,0,2.220446049250313e-16,0.0,0.5496084685491209,0.0,0.0,2.577116298141391e-11,3.040812046606334e-11,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
333,7,8,5,5,2,2.220446049250313e-16,4.440892098500626e-16,0.8992824859252168,2.220446049250313e-16,0.0,4.208469683852911e-10,6.584469636194967e-10,4.440892098500626e-16,4.440892098500626e-16,True,2.220446049250313e-16,0.2555301339173104
334,4,6,3,3,1,2.220446049250313e-16,1.3877787807814457e-16,0.5977882757648613,2.220446049250313e-16,0.0,9.195865180444684e-10,8.329847922539102e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
335,9,4,1,1,8,5.551115123125783e-17,1.1102230246251565e-16,0.7871199433479903,0.0,0.0,2.484245587019984e-10,1.3740225623948277e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
336,5,7,2,2,3,2.220446049250313e-16,4.440892098500626e-16,0.7873098239903146,1.1102230246251565e-16,0.0,3.749591748203329e-10,4.821303911661801e-10,3.3306690738754696e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.3204926848234367
337,1,3,1,1,0,1.1102230246251565e-16,0.0,0.579870900626137,0.0,0.0,3.934058634413873e-11,5.6019078265023836e-11,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
338,6,7,4,4,2,2.220446049250313e-16,4.440892098500626e-16,0.6517780911033493,1.942890293094024e-16,0.0,1.9176443766255602e-10,9.106099208011642e-11,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
339,8,8,2,2,6,5.551115123125783e-17,2.220446049250313e-16,0.7452040423042992,1.1102230246251565e-16,0.0,2.8182989275649106e-10,6.449635270300291e-11,4.440892098500626e-16,1.1102230246251565e-16,True,5.551115123125783e-17,0.2990733244570405
340,1,7,1,1,0,1.1102230246251565e-16,5.551115123125783e-17,0.915897781424726,5.551115123125783e-17,0.0,4.2500941654921576e-10,4.2500941654921576e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
341,6,7,2,2,4,1.1102230246251565e-16,2.220446049250313e-16,0.5377863577626361,2.220446049250313e-16,0.0,3.0816948992651305e-10,1.6123144486179797e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
342,1,2,1,1,0,0.0,1.1102230246251565e-16,0.5307132903264165,1.1102230246251565e-16,0.0,2.1051563270368945e-11,3.445958796088888e-11,2.7755575615628914e-16,1.1102230246251565e-16,False,0.0,0.0
343,2,8,2,2,0,5.551115123125783e-17,2.220446049250313e-16,0.7698203797295055,8.326672684688674e-17,0.0,5.57786705712715e-10,4.4550874100934834e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
344,1,2,1,1,0,2.220446049250313e-16,2.220446049250313e-16,0.41877531703021087,0.0,0.0,6.104372562987237e-10,1.6634804644866108e-10,4.440892098500626e-16,0.0,False,0.0,0.0
345,10,8,5,5,5,2.220446049250313e-16,1.1102230246251565e-15,0.4346871794110324,2.220446049250313e-16,0.0,4.692686239593513e-10,2.4722401903432e-10,4.440892098500626e-16,8.881784197001252e-16,True,1.6653345369377348e-16,0.2766606472212071
346,7,3,3,3,4,0.0,0.0,0.0,1.1102230246251565e-16,0.0,2.2204461070894523e-10,2.0321932912886347e-16,0.0,2.220446049250313e-16,False,0.0,0.0
347,5,8,1,1,4,1.1102230246251565e-16,4.440892098500626e-16,0.8730776149364311,0.0,0.0,4.949494147865607e-10,2.415961319890414e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
348,10,4,1,1,9,1.1102230246251565e-16,2.220446049250313e-16,0.9179770943415462,5.551115123125783e-17,0.0,1.304686358949425e-10,6.445233236007653e-11,4.440892098500626e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.2918302075173751
349,10,2,2,2,8,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0,8.326673804536786e-11,1.8144952966427004e-17,1.1102230246251565e-16,2.220446049250313e-16,False,0.0,0.0
350,7,5,3,3,4,1.1796119636642288e-16,2.220446049250313e-16,0.34960909680139574,1.1102230246251565e-16,0.0,1.0871270550438794e-10,2.0600850192398212e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
351,2,7,1,1,1,2.220446049250313e-16,3.3306690738754696e-16,1.0115394867726457,2.7755575615628914e-17,0.0,4.206078818569381e-10,1.8206569585288435e-10,3.3306690738754696e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.4146121764926735
352,7,8,4,4,3,5.551115123125783e-17,2.220446049250313e-16,0.39593582853214426,2.220446049250313e-16,0.0,1.7005677421799703e-10,1.7005677421799703e-10,2.220446049250313e-16,1.6653345369377348e-16,False,0.0,0.0
353,1,5,1,1,0,2.220446049250313e-16,2.220446049250313e-16,0.5193102308993255,1.1102230246251565e-16,0.0,3.032232798183543e-11,2.51888232494224e-11,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
354,10,7,1,1,9,1.1102230246251565e-16,1.1102230246251565e-16,0.8832817186628334,2.7755575615628914e-17,0.0,2.593689152341483e-10,5.469207309261037e-10,6.661338147750939e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.2839206497281165
355,8,4,3,3,5,1.1102230246251565e-16,4.440892098500626e-16,0.40979020503987473,1.1102230246251565e-16,0.0,6.964614995830232e-11,3.8390485235240135e-11,2.220446049250313e-16,3.3306690738754696e-16,False,0.0,0.0
356,1,5,1,1,0,2.220446049250313e-16,2.688821387764051e-16,0.29914191222716013,0.0,0.0,2.4546931154389995e-10,3.1493851970765263e-10,2.220446049250313e-16,0.0,False,0.0,0.0
357,6,5,2,2,4,1.1102230246251565e-16,1.6653345369377348e-16,0.7318475073081481,1.1102230246251565e-16,0.0,7.825096126623521e-11,1.437936436587961e-10,3.3306690738754696e-16,2.220446049250313e-16,True,5.551115123125783e-17,0.338074947737481
358,2,3,1,1,1,0.0,3.3306690738754696e-16,0.6428246706695,1.6653345369377348e-16,0.0,9.319717220179768e-11,2.3087753930894905e-11,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
